Team Name,Offensive Touchdowns,Yards Per Play,Yards Per Completion,Yards Per Attempt,Yards Per Rush,Red Zone Efficiency,Goal To Go Efficiency,Total First Downs,3rd Down Efficiency,4th Down Efficiency,Turnover Rate,Sack Rate
CLE,2,4.7,10.435,5.5,3.783,0.5,0.5,20,0.438,0.0,0.014,0.029
LA,4,6.4,12.682,7.5,4.8,0.75,1.0,20,0.333,0.0,0.0,0.0
SF,6,8.0,16.316,11.5,5.214,1.0,1.0,24,0.727,1.0,0.0,0.035
PHI,2,4.8,10.25,6.0,2.556,0.5,1.0,23,0.533,0.5,0.0,0.043
KC,2,5.5,9.0,5.7,5.92,0.5,0.667,25,0.636,0.0,0.016,0.049
GB,3,6.1,10.12,7.0,5.16,0.75,1.0,24,0.5,1.0,0.0,0.032
CIN,4,6.8,10.152,8.6,5.032,1.0,1.0,27,0.571,0.5,0.014,0.028
JAC,4,5.5,9.839,7.8,2.84,1.0,1.0,23,0.4,1.0,0.0,0.059
NE,3,5.5,11.684,7.9,3.24,1.0,0.0,14,0.308,0.0,0.018,0.036
PIT,2,4.0,8.273,5.1,2.929,0.5,1.0,18,0.214,0.333,0.015,0.03
TB,3,4.3,10.143,4.9,4.0,1.0,1.0,16,0.375,0.5,0.0,0.015
ATL,3,6.3,13.0,8.5,3.692,0.667,0.5,23,0.385,1.0,0.014,0.043
LA,3,5.6,12.261,6.9,4.267,0.6,0.75,24,0.375,0.0,0.0,0.027
BAL,3,6.3,12.917,7.2,5.346,0.333,0.0,23,0.333,0.0,0.014,0.028
DET,2,4.2,6.35,3.6,5.833,1.0,0.0,13,0.4,0.2,0.048,0.063
CHI,3,5.1,10.211,5.9,4.733,0.4,0.5,20,0.429,0.5,0.0,0.045
IND,1,4.5,8.692,5.8,2.556,0.333,0.0,19,0.273,0.5,0.033,0.05
CIN,4,6.8,14.421,11.0,3.469,0.6,1.0,19,0.273,1.0,0.018,0.0
JAC,4,4.0,8.393,4.7,2.9,1.0,1.0,20,0.412,0.0,0.054,0.054
CLE,4,5.3,11.808,6.8,2.929,1.0,0.0,16,0.222,1.0,0.041,0.014
CAR,0,3.8,7.615,2.8,5.231,0.0,0.0,16,0.4,0.143,0.025,0.051
NO,3,4.0,6.111,4.2,3.88,0.75,1.0,14,0.3,0.0,0.019,0.019
HOU,1,2.6,4.909,1.9,4.263,1.0,1.0,10,0.083,0.0,0.0,0.096
NYJ,3,5.3,9.926,7.4,3.038,1.0,1.0,20,0.4,1.0,0.015,0.061
MIN,0,3.3,5.211,2.8,4.4,0.0,0.0,16,0.4,1.0,0.0,0.07
LV,0,3.8,6.952,4.6,3.294,0.0,0.0,8,0.214,1.0,0.057,0.075
SEA,2,5.9,11.545,8.2,3.5,0.0,0.0,17,0.182,0.0,0.036,0.073
SF,4,9.9,18.632,13.1,7.522,1.0,1.0,19,0.545,0.0,0.038,0.057
BUF,2,4.5,9.087,5.0,4.214,0.5,1.0,21,0.4,1.0,0.014,0.041
KC,2,5.6,10.56,6.1,4.556,0.667,0.0,21,0.5,0.0,0.032,0.016
DEN,3,4.9,10.286,6.5,3.419,0.5,0.5,19,0.471,0.0,0.015,0.03
LAC,1,4.2,9.409,4.9,4.0,0.5,1.0,17,0.0,0.167,0.03,0.09
PHI,0,6.2,11.474,7.8,4.609,0.0,0.0,17,0.444,0.5,0.058,0.019
DAL,3,5.3,10.667,6.6,4.312,1.0,1.0,24,0.562,1.0,0.014,0.041
TEN,3,5.9,13.913,8.4,2.862,0.6,0.5,22,0.385,0.0,0.044,0.015
MIA,2,5.3,9.043,6.3,5.097,0.4,0.25,20,0.308,0.0,0.014,0.072
GB,2,4.9,8.12,5.2,4.92,0.4,1.0,19,0.357,1.0,0.045,0.03
NYG,3,6.7,9.294,7.5,6.147,0.75,1.0,18,0.3,0.0,0.036,0.0
LAC,3,5.2,10.174,7.3,3.286,1.0,0.0,18,0.5,0.0,0.079,0.048
LV,7,6.0,11.545,7.1,4.769,1.0,1.0,20,0.562,0.0,0.0,0.016
MIN,3,6.3,10.808,8.3,4.767,0.4,1.0,24,0.417,0.0,0.03,0.045
CIN,3,5.5,10.276,7.1,3.636,0.5,1.0,22,0.462,1.0,0.014,0.072
PIT,2,4.0,7.889,5.5,3.083,1.0,1.0,13,0.333,0.667,0.056,0.074
IND,3,5.7,11.222,7.2,5.0,0.5,0.5,19,0.4,0.5,0.0,0.046
DEN,2,4.6,11.333,6.4,2.964,0.667,0.667,20,0.385,1.0,0.016,0.032
DET,6,7.0,10.958,7.7,6.607,1.0,1.0,29,0.5,1.0,0.0,0.031
ATL,1,4.0,12.667,7.6,1.677,0.5,1.0,12,0.462,0.0,0.039,0.0
CAR,0,4.5,8.556,6.4,3.583,0.0,0.0,17,0.333,0.0,0.0,0.048
CHI,1,3.4,7.789,3.7,3.259,1.0,1.0,12,0.222,0.0,0.043,0.043
CLE,2,5.6,12.0,7.7,1.611,0.333,1.0,14,0.25,1.0,0.045,0.06
TB,4,7.5,16.045,12.6,3.667,0.5,1.0,22,0.636,1.0,0.017,0.083
GB,2,5.5,9.0,6.7,3.529,0.4,1.0,18,0.5,0.0,0.017,0.034
NYJ,0,1.9,4.444,2.2,1.917,0.0,0.0,11,0.385,0.0,0.073,0.109
MIA,3,5.1,9.261,8.2,2.75,0.4,1.0,16,0.4,1.0,0.0,0.053
KC,3,5.3,10.107,7.4,2.15,0.6,0.75,19,0.385,0.0,0.033,0.049
NE,2,4.0,6.696,5.0,3.25,0.5,0.0,10,0.167,0.5,0.02,0.078
NYG,0,3.2,6.045,3.5,3.75,0.0,0.0,12,0.125,0.6,0.0,0.115
NO,3,5.1,9.087,7.2,3.107,1.0,1.0,20,0.5,0.0,0.0,0.017
HOU,1,4.7,8.348,5.3,4.625,0.333,1.0,21,0.267,1.0,0.014,0.056
TEN,1,3.2,8.118,5.3,2.2,0.5,1.0,14,0.333,1.0,0.016,0.111
SF,5,7.5,14.556,9.4,5.538,1.0,1.0,24,0.571,0.0,0.0,0.0
ARZ,3,6.1,7.769,5.2,7.8,0.667,0.667,22,0.438,0.75,0.028,0.042
WAS,3,5.1,11.474,6.1,3.762,0.667,1.0,14,0.214,0.6,0.017,0.017
LA,3,6.1,9.96,7.5,5.297,0.333,0.333,23,0.562,0.0,0.027,0.041
DAL,1,3.4,5.048,3.1,4.45,0.5,1.0,14,0.385,0.5,0.018,0.053
BUF,4,5.4,12.143,5.7,5.429,0.75,0.667,28,0.556,0.0,0.0,0.015
BAL,2,5.7,10.357,6.0,5.976,0.4,0.667,25,0.417,1.0,0.014,0.043
JAC,1,5.5,10.32,6.0,4.412,0.0,0.0,16,0.231,0.667,0.033,0.016
PHI,2,4.7,8.412,4.6,4.684,0.667,1.0,23,0.562,1.0,0.029,0.0
SEA,2,5.0,8.955,6.0,4.167,0.0,0.0,16,0.429,0.0,0.0,0.034
NO,3,5.8,11.259,7.6,2.188,1.0,0.0,18,0.455,0.0,0.017,0.034
LA,3,6.8,13.542,9.6,4.156,0.5,0.5,23,0.333,1.0,0.0,0.015
CIN,1,6.0,11.036,7.4,3.688,0.0,0.0,17,0.462,0.0,0.049,0.049
PIT,4,6.8,16.706,10.5,3.767,0.667,1.0,16,0.5,0.0,0.0,0.017
BUF,3,6.4,15.333,11.0,3.5,0.667,1.0,16,0.5,0.0,0.058,0.019
LAC,1,4.2,7.609,5.3,3.63,0.333,0.5,18,0.286,0.0,0.0,0.077
IND,1,3.9,8.5,4.6,3.68,0.5,1.0,20,0.357,0.333,0.015,0.088
ATL,2,6.3,9.957,6.9,5.9,0.0,0.0,23,0.385,1.0,0.0,0.016
GB,4,5.9,12.176,7.4,4.765,0.75,1.0,25,0.571,0.0,0.0,0.016
CAR,4,6.3,12.957,8.3,3.84,1.0,1.0,26,0.462,0.5,0.0,0.032
CLE,5,5.6,13.0,8.3,1.8,0.667,1.0,26,0.375,0.667,0.027,0.013
HOU,2,3.7,6.846,3.6,4.5,1.0,1.0,20,0.333,0.333,0.029,0.044
DET,4,5.1,8.2,6.2,3.972,0.8,1.0,28,0.5,1.0,0.013,0.013
MIN,3,7.6,16.955,10.4,1.545,0.667,0.667,19,0.333,0.0,0.078,0.078
WAS,4,4.2,8.938,4.1,4.636,1.0,1.0,18,0.25,1.0,0.052,0.017
NYJ,3,4.5,8.037,4.4,4.556,0.4,0.4,26,0.25,0.5,0.024,0.0
SEA,2,4.6,8.6,6.0,2.9,0.5,1.0,21,0.538,0.0,0.0,0.051
TEN,2,4.5,6.579,4.6,5.226,0.667,1.0,23,0.5,1.0,0.0,0.094
JAC,2,5.0,9.571,6.1,2.846,0.667,0.5,23,0.333,0.333,0.066,0.066
TB,3,4.6,10.192,7.6,1.944,0.4,0.667,22,0.526,0.5,0.0,0.027
ARZ,2,5.1,8.875,5.6,4.65,1.0,0.0,16,0.438,0.0,0.0,0.033
CHI,3,6.3,11.333,6.3,6.41,0.6,1.0,22,0.533,0.0,0.015,0.015
DAL,2,5.6,12.1,7.6,3.88,0.333,0.5,19,0.333,1.0,0.016,0.066
MIA,1,5.9,11.833,7.7,3.5,0.25,0.333,22,0.462,0.0,0.0,0.016
NE,2,5.2,9.2,7.0,2.81,0.667,0.0,12,0.231,0.0,0.018,0.036
DEN,3,4.2,7.72,5.2,3.609,0.667,0.5,19,0.308,0.5,0.031,0.077
LV,0,3.9,5.333,2.3,5.414,0.0,0.0,12,0.25,0.0,0.0,0.038
KC,2,4.2,7.964,5.0,3.4,0.5,0.5,19,0.312,0.6,0.027,0.054
NYG,2,4.9,11.625,5.8,4.077,1.0,0.0,14,0.286,0.6,0.017,0.017
PHI,3,6.3,12.292,7.8,4.857,0.4,0.5,28,0.533,1.0,0.027,0.014
BAL,3,5.4,10.478,6.9,3.923,0.5,0.75,23,0.364,1.0,0.0,0.032
SF,2,6.3,11.846,6.7,6.722,0.5,0.5,21,0.429,0.333,0.074,0.059
NYJ,1,5.3,7.906,5.6,5.095,0.0,0.0,17,0.375,0.5,0.029,0.029
CLE,4,7.4,15.842,10.4,4.536,0.6,1.0,20,0.5,0.0,0.052,0.017
DET,2,6.3,14.75,8.4,4.032,0.5,0.0,21,0.308,0.667,0.03,0.015
DAL,2,6.2,12.423,8.5,2.905,0.5,0.0,17,0.5,0.0,0.032,0.048
MIA,2,5.7,10.045,5.8,6.16,0.667,1.0,20,0.4,0.5,0.045,0.045
BAL,8,8.9,17.421,15.0,5.0,1.0,1.0,24,0.571,1.0,0.018,0.018
NE,2,5.5,11.938,7.3,4.292,1.0,1.0,16,0.4,0.0,0.075,0.057
BUF,2,4.1,10.267,5.1,3.432,0.4,0.667,19,0.467,0.0,0.015,0.015
ATL,2,5.2,13.308,5.2,5.583,0.0,0.0,15,0.308,0.0,0.068,0.034
CHI,4,6.0,12.0,7.5,5.189,0.8,0.8,22,0.375,0.5,0.0,0.042
TEN,0,3.5,7.444,5.2,2.524,0.0,0.0,11,0.083,0.5,0.019,0.113
HOU,1,5.1,8.375,6.3,3.964,0.333,0.0,20,0.273,0.0,0.0,0.016
LV,2,5.0,9.533,6.1,3.36,0.667,1.0,26,0.333,1.0,0.0,0.027
IND,2,6.6,14.333,9.3,4.621,0.333,1.0,16,0.462,1.0,0.0,0.019
CAR,0,2.3,3.526,2.1,3.8,0.0,0.0,7,0.077,0.5,0.019,0.113
JAC,2,5.1,9.529,6.8,4.429,0.2,0.5,16,0.438,1.0,0.0,0.048
LA,4,6.4,11.917,8.4,4.565,1.0,1.0,22,0.25,0.0,0.049,0.066
NYG,2,5.8,10.519,6.9,5.25,0.0,0.0,17,0.312,0.333,0.015,0.09
ARZ,4,6.2,9.12,7.4,5.525,0.667,0.75,32,0.5,1.0,0.014,0.014
PHI,3,5.9,9.684,7.7,3.957,1.0,0.0,17,0.444,1.0,0.021,0.0
NO,2,4.4,8.08,5.9,3.086,0.333,1.0,20,0.444,0.0,0.0,0.014
TB,2,7.0,13.273,8.8,3.8,0.0,0.0,13,0.25,1.0,0.08,0.04
SF,3,6.0,10.182,8.0,4.718,0.5,0.5,28,0.444,0.0,0.0,0.015
WAS,1,5.2,9.588,5.8,4.429,0.5,1.0,12,0.333,0.0,0.047,0.023
PIT,3,6.6,14.778,11.1,4.391,0.429,0.5,25,0.462,0.667,0.0,0.014
SEA,2,7.5,12.217,8.5,5.867,0.667,0.0,17,0.333,0.0,0.02,0.02
LAC,0,4.8,8.958,5.7,3.583,0.0,0.0,17,0.182,0.5,0.016,0.016
DEN,1,4.7,10.6,6.6,3.061,0.0,0.0,16,0.412,1.0,0.0,0.03
CIN,2,3.7,8.368,4.8,3.25,0.5,1.0,20,0.5,0.333,0.0,0.085
KC,1,7.0,11.476,8.3,6.0,0.333,1.0,15,0.25,1.0,0.019,0.038
GB,4,6.4,11.72,8.6,4.538,0.5,1.0,28,0.643,0.0,0.014,0.0
MIN,1,4.1,8.0,4.5,4.188,0.333,1.0,13,0.3,0.0,0.038,0.077
PIT,2,4.7,7.444,6.7,3.974,0.5,0.5,16,0.4,0.0,0.032,0.048
BAL,1,3.9,7.867,4.2,4.24,0.0,0.0,13,0.308,1.0,0.035,0.07
HOU,3,5.5,12.3,9.5,2.143,1.0,1.0,16,0.385,0.0,0.0,0.036
IND,1,5.8,10.231,5.5,6.135,0.0,0.0,21,0.091,0.0,0.016,0.016
TB,0,3.6,5.75,3.6,3.897,0.0,0.0,14,0.375,0.0,0.0,0.047
CAR,0,4.0,6.182,3.8,4.517,0.0,0.0,11,0.167,1.0,0.04,0.06
CLE,2,4.6,10.769,5.4,4.333,0.0,0.0,13,0.182,1.0,0.038,0.057
CIN,4,5.4,6.905,5.2,6.1,1.0,1.0,22,0.25,0.0,0.016,0.049
MIN,2,6.4,11.967,8.2,4.045,0.0,0.0,24,0.154,0.667,0.029,0.057
DET,4,6.8,13.522,9.7,3.043,0.75,1.0,19,0.111,1.0,0.0,0.018
NYJ,1,4.0,8.625,3.5,4.405,0.0,0.0,13,0.2,0.0,0.016,0.016
NE,0,2.1,2.583,1.0,4.19,0.0,0.0,6,0.071,0.0,0.034,0.121
ATL,2,6.5,12.44,9.1,3.12,0.333,0.0,14,0.364,0.0,0.05,0.017
NO,6,6.1,11.182,8.8,4.4,0.667,1.0,27,0.3,1.0,0.0,0.045
JAC,2,5.5,9.655,6.5,3.565,0.333,0.0,20,0.571,0.0,0.03,0.0
TEN,4,5.9,8.941,5.6,6.731,1.0,1.0,19,0.545,0.0,0.018,0.036
SEA,2,6.2,11.812,6.8,5.52,0.333,0.0,18,0.5,0.0,0.0,0.0
ARZ,2,6.8,11.818,8.7,5.421,0.333,0.0,24,0.385,1.0,0.0,0.014
CHI,0,4.2,10.636,7.3,3.0,0.0,0.0,13,0.273,1.0,0.0,0.109
GB,2,7.2,11.407,9.6,4.593,0.5,0.0,24,0.7,0.0,0.017,0.017
DEN,2,4.8,11.9,7.0,2.4,1.0,1.0,17,0.333,0.667,0.017,0.085
LV,3,5.4,11.5,7.2,4.161,0.667,0.5,22,0.538,0.0,0.0,0.045
KC,0,4.5,9.667,4.8,4.393,0.0,0.0,12,0.375,1.0,0.017,0.017
LAC,0,4.4,8.393,5.0,3.933,0.0,0.0,22,0.368,0.667,0.012,0.038
PHI,1,4.6,8.3,4.6,5.542,0.5,0.0,19,0.385,0.0,0.062,0.077
NYG,3,6.3,12.24,9.0,3.633,0.5,0.667,22,0.429,0.0,0.015,0.03
LA,3,4.2,8.765,6.2,3.028,1.0,1.0,19,0.6,0.75,0.016,0.032
SF,3,5.2,10.938,6.7,4.31,1.0,1.0,20,0.5,1.0,0.017,0.052
DAL,5,6.4,9.088,7.7,4.517,0.714,1.0,31,0.6,1.0,0.014,0.0
WAS,1,3.7,6.5,4.6,2.941,0.5,1.0,12,0.2,0.75,0.061,0.082
BUF,2,6.1,11.5,9.1,3.556,0.4,0.667,26,0.6,0.333,0.039,0.039
MIA,2,5.7,9.824,6.2,5.4,1.0,0.0,16,0.4,0.0,0.042,0.021
CLE,2,4.6,7.882,5.8,2.8,1.0,1.0,18,0.467,0.0,0.029,0.057
HOU,4,8.1,16.471,12.7,3.455,0.667,0.0,14,0.25,0.0,0.0,0.0
MIA,1,4.5,9.4,4.8,4.222,0.0,0.0,13,0.083,0.5,0.017,0.034
KC,2,5.5,11.391,6.4,4.324,0.333,0.333,25,0.4,1.0,0.013,0.0
GB,6,7.7,17.0,13.0,4.333,1.0,1.0,22,0.6,1.0,0.0,0.0
DAL,4,5.7,9.439,6.5,4.92,0.8,1.0,37,0.625,0.0,0.022,0.045
LA,2,7.7,14.28,9.9,4.0,0.0,0.0,22,0.333,1.0,0.0,0.036
DET,3,6.1,11.591,9.4,3.16,1.0,1.0,23,0.333,1.0,0.0,0.055
PIT,2,5.1,9.909,5.6,4.609,0.667,0.5,22,0.455,0.0,0.032,0.016
BUF,4,5.6,9.0,6.3,5.265,0.667,0.0,24,0.417,1.0,0.0,0.03
PHI,1,5.2,9.36,6.7,2.8,0.5,1.0,13,0.0,0.0,0.0,0.057
TB,3,6.2,13.955,8.5,4.103,0.0,0.0,23,0.429,0.5,0.0,0.058
HOU,0,4.5,9.211,5.3,2.714,0.0,0.0,10,0.333,0.0,0.0,0.0
BAL,4,5.3,7.688,5.6,5.452,0.8,1.0,22,0.333,1.0,0.0,0.045
GB,2,5.3,9.238,5.7,4.857,0.4,0.5,20,0.538,0.0,0.032,0.0
SF,3,5.6,10.652,6.3,4.625,1.0,0.0,19,0.625,0.0,0.0,0.016
TB,3,6.8,12.269,7.8,5.933,1.0,1.0,23,0.333,1.0,0.033,0.067
DET,4,5.5,9.233,6.4,4.385,0.75,0.667,26,0.429,1.0,0.0,0.028
KC,3,7.7,12.647,9.3,6.083,0.5,0.5,21,0.2,0.0,0.021,0.0
BUF,3,4.7,7.154,4.8,4.667,0.75,1.0,27,0.5,0.667,0.0,0.0
KC,2,4.4,7.667,5.9,2.781,0.667,1.0,22,0.444,0.5,0.0,0.027
BAL,1,5.9,12.75,6.9,5.062,0.0,0.0,16,0.273,1.0,0.053,0.07
DET,4,6.1,10.4,6.3,6.276,0.75,0.667,28,0.5,0.333,0.014,0.028
SF,4,6.3,12.9,8.3,4.697,0.8,1.0,23,0.5,0.0,0.015,0.03
SF,2,5.4,11.333,7.0,3.548,0.5,0.0,23,0.25,1.0,0.028,0.014
KC,2,5.8,9.559,7.1,4.333,0.333,0.333,24,0.474,1.0,0.025,0.038
