Team Name,Vs,Total Yards,Total Plays,Yards Per Play,Time of Possession,1st Down,Passing 1st Down,Rushing 1st Down,1st Down From Penalties,3rd Downs Converted,3rd Down Attempts,4th Downs Converted,4th Down Attempts,Red Zone Score,Red Zone Trips,Goal To Go Score,Goal To Go Trips,Passing Yards,Pass Completions,Pass Attempts,Yards Per Pass,Passing Touchdowns,Sacks Allowed,Sack Yards Lost,Rushing Yards,Rush Attempts,Yards Per Rush,Rushing Touchdowns,Penalties Committed,Penalty Yards,Turnovers,Fumbles Lost,Interceptions Thrown,Defense/Special Teams Touchdowns,Interception For Touchdown,Fumble Recovery For Touchdown,Kickoff Return For Touchdown,Punt Return For Touchdown,Field Goals Made,Field Goal Attempts,Extra Points Made,Extra Point Attempts,Safeties,Two Points Converted,Two Points Attempted,GameID
BAL,KC,452,74,6.1,33:43,25,11,13,1,7,14,1,2,1,4,0,2,267,26,41,6.5,1,1,6,185,32,5.8,1,7,64,1,1,0,0,0,0,0,0,2,3,2,2,0,0,0,2656437
KC,BAL,353,50,7.1,26:17,21,15,4,2,4,9,0,0,1,3,1,1,281,20,28,10.0,1,2,10,72,20,3.6,2,6,45,1,0,1,0,0,0,0,0,2,2,3,3,0,0,0,2656437
GB,PHI,414,58,7.1,27:13,19,9,7,3,3,11,1,1,1,4,1,2,251,17,35,7.2,2,2,9,163,21,7.8,1,10,71,1,0,1,0,0,0,0,0,3,4,2,2,0,0,1,2656520
PHI,GB,410,74,5.5,32:47,25,14,8,3,4,14,1,1,3,6,0,1,266,20,34,7.8,2,2,12,144,38,3.8,2,7,57,3,1,2,0,0,0,0,0,2,2,4,4,0,0,0,2656520
PIT,ATL,270,66,4.1,35:36,16,6,9,1,8,17,0,1,0,2,0,1,133,17,23,5.8,0,2,23,137,41,3.3,0,9,60,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,2656644
ATL,PIT,226,50,4.5,24:24,15,8,6,1,2,9,1,1,1,2,0,1,137,16,26,5.3,1,2,18,89,22,4.0,0,5,34,3,1,2,0,0,0,0,0,1,1,1,1,0,0,0,2656644
ARZ,BUF,270,60,4.5,29:30,18,10,7,1,7,13,0,1,2,4,2,2,146,21,31,4.7,1,4,16,124,25,5.0,1,5,31,1,1,0,1,0,0,1,0,2,2,2,2,0,1,1,2656646
BUF,ARZ,352,58,6.1,30:30,23,11,8,4,3,9,2,2,4,6,1,2,222,18,23,9.7,2,2,10,130,33,3.9,2,9,65,1,1,0,0,0,0,0,0,2,2,4,4,0,0,0,2656646
TEN,CHI,244,61,4.0,34:54,16,6,9,1,3,14,1,2,1,2,1,1,104,19,32,3.3,1,3,23,140,26,5.4,1,8,50,3,1,2,0,0,0,0,0,1,1,2,2,0,0,0,2656652
CHI,TEN,148,53,2.8,25:06,11,5,6,0,2,13,2,2,0,1,0,1,64,14,29,2.2,0,2,29,84,22,3.8,0,7,55,1,1,0,1,1,0,0,0,3,3,1,1,0,1,1,2656652
NE,CIN,290,64,4.5,34:03,17,6,11,0,6,15,0,0,1,4,1,1,120,15,24,5.0,0,1,1,170,39,4.4,1,5,40,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,2656657
CIN,NE,224,48,4.7,25:57,13,7,5,1,4,11,0,1,1,2,1,1,154,21,29,5.3,0,3,10,70,16,4.4,1,2,10,2,2,0,0,0,0,0,0,1,1,1,1,0,0,0,2656657
HOU,IND,417,76,5.5,40:00,26,13,11,2,7,14,2,2,3,3,2,2,204,24,32,6.4,2,4,30,213,40,5.3,1,5,30,0,0,0,0,0,0,0,0,3,3,2,2,0,0,1,2656662
IND,HOU,303,43,7.0,20:00,14,4,9,1,5,10,1,2,2,3,2,2,199,9,19,10.5,2,2,13,104,22,4.7,2,4,20,1,0,1,0,0,0,0,0,0,0,3,3,0,0,1,2656662
JAC,MIA,267,50,5.3,26:50,17,8,7,2,2,10,0,1,2,3,1,1,139,12,21,6.6,1,3,23,128,26,4.9,1,8,71,1,1,0,0,0,0,0,0,1,1,2,2,0,0,0,2656671
MIA,JAC,400,65,6.2,33:10,18,11,5,2,8,16,0,2,1,2,1,1,319,23,37,8.6,1,3,19,81,25,3.2,1,9,103,0,0,0,0,0,0,0,0,2,3,2,2,0,0,0,2656671
CAR,NO,193,55,3.5,23:21,11,7,2,2,1,10,1,3,1,2,1,1,135,13,31,4.4,0,4,26,58,20,2.9,1,6,80,3,1,2,0,0,0,0,0,1,1,1,1,0,0,0,2656677
NO,CAR,379,62,6.1,36:39,22,7,13,2,7,13,0,0,4,4,2,2,199,19,24,8.3,3,1,1,180,37,4.9,2,10,95,1,1,0,0,0,0,0,0,4,4,5,5,0,0,0,2656677
MIN,NYG,312,51,6.1,27:34,17,8,7,2,3,10,1,1,2,2,1,1,201,19,24,8.4,2,1,7,111,26,4.3,1,7,63,2,1,1,1,1,0,0,0,0,0,4,4,0,0,0,2656682
NYG,MIN,240,68,3.5,32:26,14,8,5,1,7,18,1,3,0,3,0,1,166,22,42,4.0,0,5,20,74,21,3.5,0,9,95,2,0,2,0,0,0,0,0,2,2,0,0,0,0,0,2656682
LV,LAC,296,59,5.0,31:44,14,12,1,1,5,14,0,1,0,1,0,0,225,25,33,6.8,1,4,32,71,22,3.2,0,2,15,3,2,1,0,0,0,0,0,1,2,1,1,0,0,0,2656691
LAC,LV,316,54,5.9,28:16,11,6,5,0,4,15,0,0,2,4,0,1,140,17,26,5.4,1,1,4,176,27,6.5,1,7,50,0,0,0,0,0,0,0,0,3,3,1,1,0,0,1,2656691
DEN,SEA,231,69,3.3,31:14,13,6,7,0,5,18,1,1,1,4,1,2,132,26,42,3.1,0,2,6,99,25,4.0,1,8,60,3,1,2,0,0,0,0,0,3,3,1,1,2,0,0,2656703
SEA,DEN,304,60,5.1,28:46,19,11,5,3,4,12,0,0,0,1,0,1,158,18,25,6.3,1,2,13,146,33,4.4,2,6,41,2,1,1,0,0,0,0,0,2,2,2,2,0,0,1,2656703
DAL,CLE,265,60,4.4,29:06,15,8,7,0,4,14,0,0,1,1,1,1,163,19,32,5.1,1,3,16,102,25,4.1,1,11,85,0,0,0,1,0,0,0,1,4,4,3,3,0,0,0,2656439
CLE,DAL,230,70,3.3,30:54,15,8,5,2,2,15,3,5,2,2,2,2,137,24,45,3.0,1,6,32,93,19,4.9,1,11,64,2,0,2,0,0,0,0,0,1,1,2,2,0,0,0,2656439
WAS,TB,299,56,5.3,26:19,22,7,12,3,2,8,1,1,3,3,2,2,161,17,24,6.7,0,2,23,138,30,4.6,3,7,51,0,0,0,0,0,0,0,0,0,2,2,2,0,0,1,2656708
TB,WAS,392,61,6.4,33:41,22,15,4,3,9,13,0,0,3,5,2,2,280,24,30,9.3,4,1,9,112,30,3.7,0,7,46,0,0,0,0,0,0,0,0,3,3,4,4,0,0,0,2656708
LA,DET,387,74,5.2,34:56,26,15,8,3,5,12,1,2,2,5,2,4,304,34,49,6.2,1,2,13,83,23,3.6,1,6,50,1,0,1,0,0,0,0,0,2,2,2,2,0,0,0,2656716
DET,LA,363,61,6.0,29:45,21,7,12,2,6,13,1,1,2,4,2,3,200,18,28,7.1,1,2,17,163,31,5.3,2,6,56,1,0,1,0,0,0,0,0,2,2,2,2,0,0,0,2656716
NYJ,SF,266,49,5.4,21:20,14,11,3,0,6,10,0,1,2,2,1,1,198,19,29,6.8,2,1,5,68,19,3.6,1,3,10,2,1,1,0,0,0,0,0,0,0,1,1,0,0,2,2656518
SF,NYJ,401,70,5.7,38:40,24,12,10,2,6,13,0,0,2,5,2,2,221,19,29,7.6,0,3,10,180,38,4.7,2,4,40,0,0,0,0,0,0,0,0,6,6,2,2,0,0,0,2656518
BUF,MIA,247,45,5.5,23:41,13,5,7,1,3,9,1,1,2,2,1,1,139,13,19,7.3,1,0,0,108,26,4.2,2,1,5,0,0,0,1,1,0,0,0,1,2,4,4,0,0,0,2656517
MIA,BUF,351,75,4.7,36:19,20,12,8,0,7,15,1,5,1,4,1,2,212,25,39,5.4,1,2,13,139,34,4.1,0,7,50,3,0,3,0,0,0,0,0,1,1,1,1,0,0,0,2656517
LV,BAL,260,60,4.3,30:43,18,14,1,3,4,12,0,1,2,3,2,3,233,30,38,6.1,1,5,43,27,17,1.6,1,3,15,1,0,1,0,0,0,0,0,4,4,2,2,0,0,0,2656732
BAL,LV,383,63,6.1,29:17,21,14,5,2,3,11,1,1,2,3,2,2,232,21,34,6.8,1,2,15,151,27,5.6,1,11,109,1,0,1,0,0,0,0,0,3,4,2,2,0,0,0,2656732
LAC,CAR,349,65,5.4,36:18,21,8,10,3,9,16,0,0,1,2,1,1,130,14,20,6.5,2,1,0,219,44,5.0,1,3,15,2,1,1,0,0,0,0,0,2,2,2,3,0,0,0,2656737
CAR,LAC,159,46,3.5,23:42,7,3,4,0,1,12,1,3,0,0,0,0,69,18,26,2.7,0,2,15,90,18,5.0,0,9,90,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2656737
NO,DAL,432,56,7.7,30:31,24,8,15,1,5,8,0,0,4,5,3,3,242,11,16,15.1,2,1,1,190,39,4.9,4,5,40,1,0,1,0,0,0,0,0,1,1,5,6,0,0,0,2656741
DAL,NO,353,66,5.3,29:29,20,13,5,2,6,13,1,3,0,3,0,0,285,28,42,6.8,1,3,14,68,21,3.2,0,4,26,2,0,2,0,0,0,0,0,4,4,1,1,0,0,0,2656741
TB,DET,216,47,4.6,26:07,14,9,3,2,2,10,0,0,1,2,0,1,146,12,19,7.7,1,5,39,70,23,3.0,1,4,35,1,0,1,0,0,0,0,0,2,2,2,2,0,0,0,2656746
DET,TB,463,83,5.6,33:53,26,16,7,3,7,17,3,5,1,7,1,2,324,35,56,5.8,0,0,0,139,27,5.1,1,4,71,2,0,2,0,0,0,0,0,3,3,1,1,0,0,0,2656746
IND,GB,338,53,6.4,19:49,19,10,8,1,2,9,1,2,1,2,1,1,198,17,34,5.8,1,1,6,140,18,7.8,0,3,20,3,0,3,0,0,0,0,0,1,2,1,1,0,0,0,2656749
GB,IND,383,67,5.7,40:11,19,6,13,0,10,17,0,0,1,3,0,1,122,12,14,8.7,1,0,0,261,53,4.9,0,6,50,1,1,0,0,0,0,0,0,3,4,1,1,0,0,0,2656749
CLE,JAC,297,65,4.6,34:23,17,7,7,3,2,14,3,3,1,1,1,1,172,22,34,5.1,0,2,14,125,29,4.3,1,13,100,0,0,0,0,0,0,0,0,3,3,1,1,1,0,0,2656754
JAC,CLE,323,55,5.9,25:37,18,9,7,2,3,9,0,0,1,4,1,3,196,14,30,6.5,0,4,24,127,21,6.0,1,6,52,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,2656754
SF,MIN,396,67,5.9,34:48,24,17,5,2,2,10,1,3,2,4,1,2,294,28,36,8.2,1,6,25,102,25,4.1,1,4,30,2,1,1,0,0,0,0,0,1,1,2,2,0,0,0,2656759
MIN,SF,403,54,7.5,25:12,17,9,8,0,7,12,0,0,1,3,1,3,257,17,26,9.9,2,4,11,146,24,6.1,0,7,53,2,1,1,0,0,0,0,0,3,3,2,2,0,0,0,2656759
SEA,NE,358,66,5.4,29:41,18,11,5,2,7,15,1,2,1,3,1,1,312,33,44,7.1,1,3,15,46,19,2.4,1,6,50,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,2656765
NE,SEA,310,66,4.7,35:42,19,9,8,2,6,16,0,0,2,4,2,2,125,15,27,4.6,1,3,24,185,36,5.1,1,3,42,0,0,0,0,0,0,0,0,2,3,2,2,0,0,0,2656765
NYJ,TEN,265,56,4.7,30:03,16,9,6,1,5,12,0,0,1,2,0,0,164,18,30,5.5,2,2,12,101,24,4.2,1,7,70,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,2656774
TEN,NYJ,300,60,5.0,29:57,20,7,9,4,5,12,0,1,1,4,1,3,170,19,28,6.1,1,4,22,130,28,4.6,1,5,45,2,1,1,0,0,0,0,0,1,1,2,2,0,0,0,2656774
NYG,WAS,304,51,6.0,22:28,18,11,5,2,4,8,1,2,3,3,1,1,175,16,28,6.3,2,1,3,129,22,5.9,1,5,20,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2656781
WAS,NYG,425,69,6.2,37:32,22,11,9,2,7,14,1,1,0,6,0,3,210,23,29,7.2,0,5,16,215,35,6.1,0,10,69,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,2656781
LA,ARZ,245,52,4.7,23:06,14,9,4,1,2,11,1,3,1,3,1,2,192,19,27,7.1,0,5,24,53,20,2.7,1,2,10,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,2656788
ARZ,LA,489,62,7.9,36:54,24,9,14,1,7,11,0,0,3,4,2,2,258,17,21,12.3,3,1,8,231,40,5.8,1,5,52,1,1,0,0,0,0,0,0,2,2,5,5,0,0,0,2656788
PIT,DEN,251,58,4.3,32:19,16,7,4,5,4,13,0,0,1,2,1,1,110,13,20,5.5,1,2,7,141,36,3.9,0,10,78,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,2656795
DEN,PIT,295,56,5.3,27:41,13,8,5,0,2,12,1,2,0,3,0,1,231,20,35,6.6,0,2,15,64,19,3.4,0,9,124,2,0,2,0,0,0,0,0,2,2,0,0,0,0,0,2656795
CIN,KC,320,61,5.2,31:29,18,11,6,1,4,13,2,2,2,4,2,3,246,23,36,6.8,2,3,12,74,22,3.4,0,8,79,1,1,0,0,0,0,0,0,4,4,1,2,0,0,0,2656519
KC,CIN,286,59,4.8,28:31,19,7,9,3,1,8,2,2,1,2,1,2,137,18,25,5.5,2,2,14,149,32,4.7,0,4,44,3,1,2,1,0,1,0,0,2,2,2,2,0,0,1,2656519
CHI,HOU,205,66,3.1,31:13,15,7,3,5,6,17,1,2,1,1,1,1,134,23,37,3.6,0,7,40,71,22,3.2,1,9,60,2,0,2,0,0,0,0,0,2,2,1,1,0,0,0,2656804
HOU,CHI,310,61,5.1,28:47,15,11,4,0,4,14,1,1,1,2,0,1,235,23,36,6.5,1,3,25,75,22,3.4,0,12,115,1,1,0,0,0,0,0,0,4,4,1,1,0,0,0,2656804
ATL,PHI,385,58,6.6,24:21,22,11,9,2,2,9,1,2,1,3,0,1,233,20,29,8.0,2,1,8,152,28,5.4,0,3,40,0,0,0,0,0,0,0,0,3,3,1,1,0,0,1,2656810
PHI,ATL,365,68,5.4,35:39,22,12,10,0,6,13,2,3,2,5,2,2,179,23,30,6.0,1,1,4,186,37,5.0,1,9,53,1,0,1,0,0,0,0,0,2,2,1,1,0,1,1,2656810
NE,NYJ,139,48,2.9,19:56,11,6,3,2,2,11,3,3,0,1,0,1,61,16,26,2.3,0,7,59,78,15,5.2,0,5,70,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2656815
NYJ,NE,400,70,5.7,40:04,27,16,9,2,10,15,0,0,3,4,3,3,267,27,35,7.6,2,2,14,133,33,4.0,1,8,106,0,0,0,0,0,0,0,0,1,2,3,3,0,0,0,2656815
NYG,CLE,340,69,4.9,33:56,21,13,7,1,4,14,1,1,3,4,3,4,228,24,35,6.5,2,2,8,112,32,3.5,1,9,68,2,2,0,0,0,0,0,0,0,1,3,3,0,0,0,2656818
CLE,NYG,217,63,3.4,26:04,16,7,7,2,4,14,1,3,1,1,1,1,148,21,37,4.0,2,8,48,69,18,3.8,0,5,48,2,2,0,0,0,0,0,0,0,1,1,1,0,1,1,2656818
CHI,IND,395,84,4.7,35:01,26,18,4,4,9,21,4,5,2,3,1,2,332,33,52,6.4,2,4,31,63,28,2.3,0,4,25,3,1,2,0,0,0,0,0,1,2,1,1,0,0,1,2656823
IND,CHI,306,54,5.7,24:59,15,4,9,2,3,12,0,1,2,3,2,3,156,10,20,7.8,0,1,11,150,33,4.5,3,9,78,2,0,2,0,0,0,0,0,0,0,3,3,0,0,0,2656823
HOU,MIN,296,63,4.7,30:42,17,16,0,1,4,14,2,4,1,2,0,1,258,28,44,5.9,1,5,49,38,14,2.7,0,11,88,2,0,2,0,0,0,0,0,0,1,1,1,0,0,0,2656827
MIN,HOU,274,60,4.6,29:18,19,12,5,2,6,13,1,1,4,5,3,3,156,17,28,5.6,4,4,25,118,28,4.2,0,5,30,0,0,0,0,0,0,0,0,2,2,4,4,0,0,0,2656827
PHI,NO,460,67,6.9,32:15,20,11,8,1,6,14,1,3,1,3,1,1,288,29,38,7.6,0,4,23,172,25,6.9,2,7,45,2,1,1,0,0,0,0,0,0,1,1,1,0,1,1,2656831
NO,PHI,219,55,4.0,27:45,12,7,5,0,6,13,0,1,1,3,0,0,130,14,25,5.2,1,1,12,89,29,3.1,0,3,25,1,0,1,0,0,0,0,0,2,2,0,0,0,0,1,2656831
LAC,PIT,166,45,3.7,26:09,10,7,3,0,3,11,0,0,0,1,0,0,105,14,20,5.3,1,5,44,61,20,3.1,0,7,69,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2656836
PIT,LAC,346,65,5.3,33:51,20,9,7,4,7,14,0,0,1,4,0,1,232,25,32,7.3,1,2,13,114,31,3.7,1,3,15,1,0,1,0,0,0,0,0,2,3,2,2,0,0,0,2656836
DEN,TB,352,64,5.5,32:08,18,8,10,0,4,13,2,3,2,4,1,1,216,25,36,6.0,0,0,0,136,28,4.9,2,5,51,1,1,0,0,0,0,0,0,4,4,2,2,0,0,0,2656838
TB,DEN,223,56,4.0,27:52,17,11,4,2,3,11,0,2,1,2,1,2,132,25,33,4.0,1,7,31,91,16,5.7,0,5,19,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2656838
GB,TEN,378,59,6.4,32:28,16,6,9,1,5,14,0,0,1,3,1,2,190,13,19,10.0,1,3,12,188,37,5.1,1,10,75,0,0,0,1,1,0,0,0,3,3,3,3,0,0,0,2656848
TEN,GB,237,53,4.5,27:32,18,14,3,1,3,9,0,1,2,2,1,1,204,26,34,6.0,2,8,56,33,11,3.0,0,2,15,3,1,2,0,0,0,0,0,0,0,2,2,0,0,0,2656848
CAR,LV,437,70,6.2,36:02,24,15,8,1,5,12,0,0,3,5,3,3,306,26,37,8.3,3,2,13,131,31,4.2,1,7,51,0,0,0,0,0,0,0,0,3,3,3,3,0,0,1,2656852
LV,CAR,331,59,5.6,23:58,20,15,3,2,3,11,1,3,3,3,2,2,276,27,40,6.9,2,3,20,55,16,3.4,1,6,54,1,0,1,0,0,0,0,0,0,1,2,2,0,1,1,2656852
MIA,SEA,205,56,3.7,28:32,13,8,2,3,1,12,0,3,0,2,0,2,140,20,32,4.4,0,6,46,65,18,3.6,0,11,85,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2656854
SEA,MIA,370,60,6.2,31:28,21,13,7,1,3,11,0,0,2,2,1,1,270,26,34,7.9,1,3,19,100,23,4.3,2,11,92,2,0,2,0,0,0,0,0,1,2,3,3,0,0,0,2656854
DET,ARZ,373,68,5.5,36:49,23,11,12,0,6,12,0,1,2,2,2,2,186,18,23,8.1,2,2,13,187,43,4.3,1,9,79,1,0,1,0,0,0,0,0,0,0,2,3,0,0,0,2656858
ARZ,DET,277,53,5.2,23:11,17,10,2,5,1,9,0,2,1,1,1,1,200,21,34,5.9,1,1,7,77,18,4.3,0,4,30,1,0,1,0,0,0,0,0,2,2,1,1,0,0,0,2656858
BAL,DAL,456,60,7.6,34:45,24,8,16,0,4,9,0,0,3,3,2,2,182,12,15,12.1,1,0,0,274,45,6.1,3,13,105,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,2656860
DAL,BAL,412,70,5.9,25:15,26,18,2,6,7,13,0,1,3,4,1,2,361,28,51,7.1,2,3,18,51,16,3.2,1,6,44,1,1,0,0,0,0,0,0,2,2,1,1,0,0,2,2656860
SF,LA,425,65,6.5,33:27,25,13,8,4,6,11,1,1,2,3,1,1,288,22,30,9.6,3,1,4,137,34,4.0,0,7,111,1,1,0,0,0,0,0,0,1,2,3,3,0,0,0,2656866
LA,SF,296,55,5.4,26:33,19,8,8,3,5,12,2,2,3,5,2,3,198,16,26,7.6,1,3,23,98,26,3.8,2,8,75,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,2656866
KC,ATL,345,72,4.8,34:57,22,13,9,0,6,14,1,1,2,4,0,1,217,26,39,5.6,2,0,0,128,33,3.9,0,6,61,1,0,1,0,0,0,0,0,3,3,1,2,0,0,0,2656868
ATL,KC,311,56,5.6,25:03,19,11,4,4,2,9,1,3,2,4,1,1,229,20,29,7.9,1,2,1,82,25,3.3,1,6,44,1,0,1,0,0,0,0,0,1,1,2,2,0,0,0,2656868
JAC,BUF,239,68,3.5,28:20,19,10,7,2,2,13,4,8,1,4,1,2,147,26,46,3.2,1,5,53,92,17,5.4,0,7,45,2,1,1,0,0,0,0,0,1,1,1,1,0,0,0,2656871
BUF,JAC,388,60,6.5,31:40,25,15,9,1,6,11,2,2,4,5,3,3,266,24,31,8.6,4,0,0,122,29,4.2,2,6,47,0,0,0,0,0,0,0,0,2,2,5,6,0,0,0,2656871
WAS,CIN,356,57,6.2,33:06,22,13,8,1,5,9,3,3,3,3,3,3,248,21,23,10.8,2,2,6,108,32,3.4,3,3,28,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,2656876
CIN,WAS,436,60,7.3,26:54,30,18,11,1,6,10,1,1,2,4,2,3,312,29,38,8.2,3,2,12,124,20,6.2,1,5,16,0,0,0,0,0,0,0,0,2,3,3,3,0,0,1,2656876
DAL,NYG,293,51,5.7,24:23,14,9,5,0,3,10,1,1,1,1,1,1,213,22,27,7.9,2,1,8,80,23,3.5,0,11,89,0,0,0,0,0,0,0,0,2,3,2,2,0,0,0,2656697
NYG,DAL,303,65,4.7,35:37,16,12,4,0,5,16,3,4,0,2,0,1,277,29,40,6.9,0,1,4,26,24,1.1,0,4,35,1,0,1,0,0,0,0,0,5,5,0,0,0,0,0,2656697
NO,ATL,366,70,5.2,35:42,25,11,12,2,7,13,1,2,3,4,3,4,235,28,36,6.5,0,1,4,131,33,4.0,3,6,60,2,1,1,0,0,0,0,0,1,1,3,3,0,0,0,2656699
ATL,NO,315,51,6.2,24:18,14,9,4,1,4,11,0,0,0,1,0,0,227,21,35,6.5,0,1,11,88,15,5.9,0,9,76,1,0,1,2,1,1,0,0,4,4,2,2,0,0,0,2656699
CIN,CAR,373,62,6.0,28:58,24,14,6,4,7,13,0,0,3,3,3,3,232,22,31,7.5,2,0,0,141,31,4.5,2,5,39,1,0,1,0,0,0,0,0,2,2,4,4,0,0,0,2656706
CAR,CIN,375,70,5.4,31:02,24,12,10,2,7,14,1,3,2,3,2,3,220,25,41,5.4,2,0,0,155,29,5.3,1,6,37,1,0,1,0,0,0,0,0,1,1,3,3,0,0,0,2656706
LA,CHI,322,58,5.6,31:02,21,11,8,2,5,11,0,0,1,4,1,2,203,20,29,7.0,0,3,21,119,26,4.6,1,6,44,2,1,1,0,0,0,0,0,4,5,0,0,0,0,1,2656709
CHI,LA,264,54,4.9,28:58,17,7,7,3,3,9,0,0,2,4,1,1,133,17,23,5.8,1,3,24,131,28,4.7,2,10,84,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,2656709
MIN,GB,374,64,5.8,32:15,22,11,8,3,4,11,0,1,3,5,3,3,254,20,28,9.1,3,2,21,120,34,3.5,1,7,55,3,2,1,0,0,0,0,0,1,1,4,4,0,0,0,2656713
GB,MIN,465,74,6.3,27:45,24,19,3,2,4,12,0,2,4,5,1,1,379,32,54,7.0,4,1,10,86,19,4.5,0,8,68,4,1,3,0,0,0,0,0,0,2,3,3,0,1,1,2656713
JAC,HOU,313,58,5.4,26:43,17,11,5,1,4,12,0,1,2,3,1,2,155,18,33,4.7,2,1,14,158,24,6.6,0,6,44,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,2656718
HOU,JAC,435,68,6.4,33:17,26,20,4,2,7,13,0,0,3,4,2,2,334,27,40,8.4,2,2,11,101,26,3.9,1,12,93,1,1,0,0,0,0,0,0,1,1,3,3,0,0,0,2656718
PIT,IND,404,68,5.9,31:07,23,11,10,2,6,13,0,2,3,4,2,2,282,22,34,8.3,1,4,30,122,30,4.1,2,6,53,2,2,0,0,0,0,0,0,1,1,3,3,0,0,0,2656721
